source,query,url,review_note
AppGallery,鸿蒙 PC Electron,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+Electron,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC 终端,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+%E7%BB%88%E7%AB%AF,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC 终端,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+%E7%BB%88%E7%AB%AF,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC 终端,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+%E7%BB%88%E7%AB%AF,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC Linux,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+Linux,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC Linux,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+Linux,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC Linux,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+Linux,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC 移植,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+%E7%A7%BB%E6%A4%8D,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC 移植,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+%E7%A7%BB%E6%A4%8D,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC 移植,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+%E7%A7%BB%E6%A4%8D,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙电脑 开源软件,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99%E7%94%B5%E8%84%91+%E5%BC%80%E6%BA%90%E8%BD%AF%E4%BB%B6,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙电脑 开源软件,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99%E7%94%B5%E8%84%91+%E5%BC%80%E6%BA%90%E8%BD%AF%E4%BB%B6,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙电脑 开源软件,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99%E7%94%B5%E8%84%91+%E5%BC%80%E6%BA%90%E8%BD%AF%E4%BB%B6,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙电脑 应用,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99%E7%94%B5%E8%84%91+%E5%BA%94%E7%94%A8,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙电脑 应用,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99%E7%94%B5%E8%84%91+%E5%BA%94%E7%94%A8,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙电脑 应用,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99%E7%94%B5%E8%84%91+%E5%BA%94%E7%94%A8,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC Markdown,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+Markdown,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC Markdown,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+Markdown,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC Markdown,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+Markdown,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC 笔记,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+%E7%AC%94%E8%AE%B0,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC 笔记,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+%E7%AC%94%E8%AE%B0,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC 笔记,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+%E7%AC%94%E8%AE%B0,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC 编辑器,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+%E7%BC%96%E8%BE%91%E5%99%A8,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC 编辑器,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+%E7%BC%96%E8%BE%91%E5%99%A8,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC 编辑器,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+%E7%BC%96%E8%BE%91%E5%99%A8,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC 开发工具,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+%E5%BC%80%E5%8F%91%E5%B7%A5%E5%85%B7,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC 开发工具,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+%E5%BC%80%E5%8F%91%E5%B7%A5%E5%85%B7,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC 开发工具,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+%E5%BC%80%E5%8F%91%E5%B7%A5%E5%85%B7,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC Shell,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+Shell,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC Shell,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+Shell,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC Shell,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+Shell,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC 包管理器,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+%E5%8C%85%E7%AE%A1%E7%90%86%E5%99%A8,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC 包管理器,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+%E5%8C%85%E7%AE%A1%E7%90%86%E5%99%A8,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC 包管理器,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+%E5%8C%85%E7%AE%A1%E7%90%86%E5%99%A8,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC 网络调试,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+%E7%BD%91%E7%BB%9C%E8%B0%83%E8%AF%95,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC 网络调试,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+%E7%BD%91%E7%BB%9C%E8%B0%83%E8%AF%95,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC 网络调试,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+%E7%BD%91%E7%BB%9C%E8%B0%83%E8%AF%95,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC SSH,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+SSH,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC SSH,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+SSH,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC SSH,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+SSH,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC Git,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+Git,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC Git,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+Git,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC Git,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+Git,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC Rust,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+Rust,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC Rust,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+Rust,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC Rust,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+Rust,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC Go,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+Go,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC Go,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+Go,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC Go,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+Go,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC C++,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+C%2B%2B,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC C++,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+C%2B%2B,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC C++,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+C%2B%2B,应用市场可安装不等于开源；必须反查公开源码。
GitCode,鸿蒙 PC Flutter,https://gitcode.com/search?keyword=%E9%B8%BF%E8%92%99+PC+Flutter,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,鸿蒙 PC Flutter,https://search.bilibili.com/all?keyword=%E9%B8%BF%E8%92%99+PC+Flutter,视频只能作为运行证据；必须反查源码仓库。
AppGallery,鸿蒙 PC Flutter,https://appgallery.huawei.com/search/%E9%B8%BF%E8%92%99+PC+Flutter,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS PC open source app,https://gitcode.com/search?keyword=HarmonyOS+PC+open+source+app,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS PC open source app,https://search.bilibili.com/all?keyword=HarmonyOS+PC+open+source+app,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS PC open source app,https://appgallery.huawei.com/search/HarmonyOS+PC+open+source+app,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS Computer open source,https://gitcode.com/search?keyword=HarmonyOS+Computer+open+source,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS Computer open source,https://search.bilibili.com/all?keyword=HarmonyOS+Computer+open+source,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS Computer open source,https://appgallery.huawei.com/search/HarmonyOS+Computer+open+source,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS Computer app,https://gitcode.com/search?keyword=HarmonyOS+Computer+app,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS Computer app,https://search.bilibili.com/all?keyword=HarmonyOS+Computer+app,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS Computer app,https://appgallery.huawei.com/search/HarmonyOS+Computer+app,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS NEXT PC app,https://gitcode.com/search?keyword=HarmonyOS+NEXT+PC+app,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS NEXT PC app,https://search.bilibili.com/all?keyword=HarmonyOS+NEXT+PC+app,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS NEXT PC app,https://appgallery.huawei.com/search/HarmonyOS+NEXT+PC+app,应用市场可安装不等于开源；必须反查公开源码。
GitCode,OpenHarmony PC app,https://gitcode.com/search?keyword=OpenHarmony+PC+app,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,OpenHarmony PC app,https://search.bilibili.com/all?keyword=OpenHarmony+PC+app,视频只能作为运行证据；必须反查源码仓库。
AppGallery,OpenHarmony PC app,https://appgallery.huawei.com/search/OpenHarmony+PC+app,应用市场可安装不等于开源；必须反查公开源码。
GitCode,OpenHarmony desktop app,https://gitcode.com/search?keyword=OpenHarmony+desktop+app,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,OpenHarmony desktop app,https://search.bilibili.com/all?keyword=OpenHarmony+desktop+app,视频只能作为运行证据；必须反查源码仓库。
AppGallery,OpenHarmony desktop app,https://appgallery.huawei.com/search/OpenHarmony+desktop+app,应用市场可安装不等于开源；必须反查公开源码。
GitCode,OpenHarmony PC software,https://gitcode.com/search?keyword=OpenHarmony+PC+software,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,OpenHarmony PC software,https://search.bilibili.com/all?keyword=OpenHarmony+PC+software,视频只能作为运行证据；必须反查源码仓库。
AppGallery,OpenHarmony PC software,https://appgallery.huawei.com/search/OpenHarmony+PC+software,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS HAP PC,https://gitcode.com/search?keyword=HarmonyOS+HAP+PC,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS HAP PC,https://search.bilibili.com/all?keyword=HarmonyOS+HAP+PC,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS HAP PC,https://appgallery.huawei.com/search/HarmonyOS+HAP+PC,应用市场可安装不等于开源；必须反查公开源码。
GitCode,ArkTS desktop app,https://gitcode.com/search?keyword=ArkTS+desktop+app,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,ArkTS desktop app,https://search.bilibili.com/all?keyword=ArkTS+desktop+app,视频只能作为运行证据；必须反查源码仓库。
AppGallery,ArkTS desktop app,https://appgallery.huawei.com/search/ArkTS+desktop+app,应用市场可安装不等于开源；必须反查公开源码。
GitCode,ohos qt,https://gitcode.com/search?keyword=ohos+qt,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,ohos qt,https://search.bilibili.com/all?keyword=ohos+qt,视频只能作为运行证据；必须反查源码仓库。
AppGallery,ohos qt,https://appgallery.huawei.com/search/ohos+qt,应用市场可安装不等于开源；必须反查公开源码。
GitCode,ohos electron,https://gitcode.com/search?keyword=ohos+electron,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,ohos electron,https://search.bilibili.com/all?keyword=ohos+electron,视频只能作为运行证据；必须反查源码仓库。
AppGallery,ohos electron,https://appgallery.huawei.com/search/ohos+electron,应用市场可安装不等于开源；必须反查公开源码。
GitCode,ohos markdown,https://gitcode.com/search?keyword=ohos+markdown,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,ohos markdown,https://search.bilibili.com/all?keyword=ohos+markdown,视频只能作为运行证据；必须反查源码仓库。
AppGallery,ohos markdown,https://appgallery.huawei.com/search/ohos+markdown,应用市场可安装不等于开源；必须反查公开源码。
GitCode,ohos terminal,https://gitcode.com/search?keyword=ohos+terminal,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,ohos terminal,https://search.bilibili.com/all?keyword=ohos+terminal,视频只能作为运行证据；必须反查源码仓库。
AppGallery,ohos terminal,https://appgallery.huawei.com/search/ohos+terminal,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS PC terminal,https://gitcode.com/search?keyword=HarmonyOS+PC+terminal,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS PC terminal,https://search.bilibili.com/all?keyword=HarmonyOS+PC+terminal,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS PC terminal,https://appgallery.huawei.com/search/HarmonyOS+PC+terminal,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS PC Qt,https://gitcode.com/search?keyword=HarmonyOS+PC+Qt,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS PC Qt,https://search.bilibili.com/all?keyword=HarmonyOS+PC+Qt,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS PC Qt,https://appgallery.huawei.com/search/HarmonyOS+PC+Qt,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS PC Electron,https://gitcode.com/search?keyword=HarmonyOS+PC+Electron,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS PC Electron,https://search.bilibili.com/all?keyword=HarmonyOS+PC+Electron,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS PC Electron,https://appgallery.huawei.com/search/HarmonyOS+PC+Electron,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS PC DevEco,https://gitcode.com/search?keyword=HarmonyOS+PC+DevEco,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS PC DevEco,https://search.bilibili.com/all?keyword=HarmonyOS+PC+DevEco,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS PC DevEco,https://appgallery.huawei.com/search/HarmonyOS+PC+DevEco,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS PC hvigor,https://gitcode.com/search?keyword=HarmonyOS+PC+hvigor,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS PC hvigor,https://search.bilibili.com/all?keyword=HarmonyOS+PC+hvigor,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS PC hvigor,https://appgallery.huawei.com/search/HarmonyOS+PC+hvigor,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS PC HAP,https://gitcode.com/search?keyword=HarmonyOS+PC+HAP,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS PC HAP,https://search.bilibili.com/all?keyword=HarmonyOS+PC+HAP,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS PC HAP,https://appgallery.huawei.com/search/HarmonyOS+PC+HAP,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS Computer terminal,https://gitcode.com/search?keyword=HarmonyOS+Computer+terminal,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS Computer terminal,https://search.bilibili.com/all?keyword=HarmonyOS+Computer+terminal,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS Computer terminal,https://appgallery.huawei.com/search/HarmonyOS+Computer+terminal,应用市场可安装不等于开源；必须反查公开源码。
GitCode,OpenHarmony PC Qt,https://gitcode.com/search?keyword=OpenHarmony+PC+Qt,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,OpenHarmony PC Qt,https://search.bilibili.com/all?keyword=OpenHarmony+PC+Qt,视频只能作为运行证据；必须反查源码仓库。
AppGallery,OpenHarmony PC Qt,https://appgallery.huawei.com/search/OpenHarmony+PC+Qt,应用市场可安装不等于开源；必须反查公开源码。
GitCode,OpenHarmony PC Electron,https://gitcode.com/search?keyword=OpenHarmony+PC+Electron,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,OpenHarmony PC Electron,https://search.bilibili.com/all?keyword=OpenHarmony+PC+Electron,视频只能作为运行证据；必须反查源码仓库。
AppGallery,OpenHarmony PC Electron,https://appgallery.huawei.com/search/OpenHarmony+PC+Electron,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""HarmonyOS PC""",https://gitcode.com/search?keyword=%22HarmonyOS+PC%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""HarmonyOS PC""",https://search.bilibili.com/all?keyword=%22HarmonyOS+PC%22,视频只能作为运行证据；必须反查源码仓库。
AppGallery,"""HarmonyOS PC""",https://appgallery.huawei.com/search/%22HarmonyOS+PC%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""HarmonyOS Computer""",https://gitcode.com/search?keyword=%22HarmonyOS+Computer%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""HarmonyOS Computer""",https://search.bilibili.com/all?keyword=%22HarmonyOS+Computer%22,视频只能作为运行证据；必须反查源码仓库。
AppGallery,"""HarmonyOS Computer""",https://appgallery.huawei.com/search/%22HarmonyOS+Computer%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""HarmonyOS NEXT PC""",https://gitcode.com/search?keyword=%22HarmonyOS+NEXT+PC%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""HarmonyOS NEXT PC""",https://search.bilibili.com/all?keyword=%22HarmonyOS+NEXT+PC%22,视频只能作为运行证据；必须反查源码仓库。
AppGallery,"""HarmonyOS NEXT PC""",https://appgallery.huawei.com/search/%22HarmonyOS+NEXT+PC%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""OpenHarmony PC""",https://gitcode.com/search?keyword=%22OpenHarmony+PC%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""OpenHarmony PC""",https://search.bilibili.com/all?keyword=%22OpenHarmony+PC%22,视频只能作为运行证据；必须反查源码仓库。
AppGallery,"""OpenHarmony PC""",https://appgallery.huawei.com/search/%22OpenHarmony+PC%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""OpenHarmony desktop""",https://gitcode.com/search?keyword=%22OpenHarmony+desktop%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""OpenHarmony desktop""",https://search.bilibili.com/all?keyword=%22OpenHarmony+desktop%22,视频只能作为运行证据；必须反查源码仓库。
AppGallery,"""OpenHarmony desktop""",https://appgallery.huawei.com/search/%22OpenHarmony+desktop%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""鸿蒙 PC""",https://gitcode.com/search?keyword=%22%E9%B8%BF%E8%92%99+PC%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""鸿蒙 PC""",https://search.bilibili.com/all?keyword=%22%E9%B8%BF%E8%92%99+PC%22,视频只能作为运行证据；必须反查源码仓库。
AppGallery,"""鸿蒙 PC""",https://appgallery.huawei.com/search/%22%E9%B8%BF%E8%92%99+PC%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""鸿蒙PC""",https://gitcode.com/search?keyword=%22%E9%B8%BF%E8%92%99PC%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""鸿蒙PC""",https://search.bilibili.com/all?keyword=%22%E9%B8%BF%E8%92%99PC%22,视频只能作为运行证据；必须反查源码仓库。
AppGallery,"""鸿蒙PC""",https://appgallery.huawei.com/search/%22%E9%B8%BF%E8%92%99PC%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""鸿蒙电脑""",https://gitcode.com/search?keyword=%22%E9%B8%BF%E8%92%99%E7%94%B5%E8%84%91%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""鸿蒙电脑""",https://search.bilibili.com/all?keyword=%22%E9%B8%BF%E8%92%99%E7%94%B5%E8%84%91%22,视频只能作为运行证据；必须反查源码仓库。
